Date,ibov_pnl,single_pnl,total_pnl
2024-09-18,98831.7656315637,-57.03812061850012,98774.7275109452
2024-09-19,-85735.6255408129,-28.876067916079645,-85764.50160872898
2024-09-20,267645.32758738135,-216.170319380297,267429.15726800106
2024-09-23,791.5252828577205,-126.75993206426878,664.7653507934517
2024-09-24,-1124.5150718518162,-189.27728024851413,-1313.7923521003304
2024-09-25,1002.2299488486719,61.7594169831818,1063.9893658318538
2024-09-26,39954.722377051454,-411.30198531679406,39543.42039173466
2024-09-27,-111616.03968405047,1021.1039279517129,-110594.93575609876
2024-09-30,54137.609099261885,92.14115293034544,54229.75025219223
2024-10-01,-160315.79671573348,227.88429334416423,-160087.91242238932
2024-10-02,3387.3176366679922,446.99304923379407,3834.310685901786
2024-10-03,191302.4234699596,-53.137823231912066,191249.2856467277
2024-10-04,-84077.32828185472,619.0089104433171,-83458.3193714114
2024-10-07,-69170.07926741996,88.91984311648656,-69081.15942430348
2024-10-08,-194612.02302073804,-82.8521287673479,-194694.8751495054
2024-10-09,121766.43036935091,-125.53748058836959,121640.89288876254
2024-10-10,-87987.4667727252,146.81561114053662,-87840.65116158465
2024-10-11,-47564.393214040414,2602.184517029765,-44962.20869701065
2024-10-14,21996.05084576866,240.26549931770302,22236.31634508636
2024-10-15,-194.72200224911035,558.1002391041533,363.3782368550429
2024-10-16,-152628.29086712113,443.76089941232095,-152184.5299677088
2024-10-17,28963.80898989035,19.72342902097538,28983.532418911323
2024-10-18,-11524.31206335194,11.022024644436222,-11513.290038707502
2024-10-21,-65118.92073814776,179.86334577717886,-64939.05739237058
2024-10-22,-1452.8765188403904,-9.785889283010336,-1462.6624081234008
2024-10-23,-90633.67452771481,551.2692763631314,-90082.40525135168
2024-10-24,50135.41199913803,55.00962455521162,50190.42162369324
2024-10-25,-25001.881956168043,-196.9621238821382,-25198.84408005018
2024-10-28,46987.534360504724,-38.54727189472151,46948.98708861
2024-10-29,6506.276944570179,-15.355877073332971,6490.921067496846
2024-10-30,-39191.29025339455,-123.84577777452144,-39315.13603116907
2024-10-31,21759.48860865221,-62.06929024942339,21697.419318402786
2024-11-01,-64135.04637640079,11.80884769977977,-64123.23752870101
2024-11-04,350968.0922880869,-183.7622573582034,350784.3300307287
2024-11-05,-172296.10718037942,85.67662495812849,-172210.43055542128
2024-11-06,-928.3008217277302,-5.926592157346022,-934.2274138850762
2024-11-07,12329.26241898026,-53.876023533311674,12275.386395446947
2024-11-08,164391.52936454094,-303.51207611155723,164088.01728842937
2024-11-11,-11330.953282767623,-226.6107063228436,-11557.563989090466
2024-11-12,-58411.65694608244,-295.4051605977044,-58707.06210668015
2024-11-13,-6935.164103790679,68.05927992325236,-6867.104823867427
2024-11-14,3165.1142402170517,-38.57667426122948,3126.537565955822
2024-11-18,-60496.226596221284,-122.81823808878704,-60619.04483431007
2024-11-19,5233.234628885789,-5.1019254025783844,5228.13270348321
2024-11-21,-129071.02868946573,130.05863690850717,-128940.97005255723
2024-11-22,306115.7099305346,-60.17075117452757,306055.5391793601
2024-11-25,-163271.20771989744,113.03239960059005,-163158.17532029684
2024-11-26,38678.375815594,13.772507728269229,38692.14832332227
2024-11-27,164162.21603345225,121.55309113702387,164283.76912458928
2024-11-28,632191.3837785509,-798.7694244664788,631392.6143540844
2024-11-29,82950.67985272352,-181.63915649077583,82769.04069623274
2024-12-02,-46418.26004057392,61.35648070265757,-46356.903559871265
2024-12-03,-10986.714874260211,-112.17724207772709,-11098.892116337938
2024-12-04,-204408.5937914621,99.08530940171876,-204309.5084820604
2024-12-05,277424.6968163757,-167.4753532730407,277257.2214631027
2024-12-06,258390.19471531882,-434.7909899450033,257955.40372537382
2024-12-09,153266.18756245665,-155.20000343338128,153110.98755902326
2024-12-10,-76103.9129010781,-70.33996794117489,-76174.25286901928
2024-12-11,148313.89096078346,-428.3798860820024,147885.51107470147
2024-12-12,1089832.4453961472,-768.7481199519079,1089063.6972761953
2024-12-13,50310.4559685741,-75.95196639262558,50234.50400218147
2024-12-16,75108.66778752301,-143.84730477642768,74964.82048274658
2024-12-17,100565.42917925652,-42.530708447299695,100522.89847080922
2024-12-18,1407585.1906746398,-489.8583663873903,1407095.3323082523
2024-12-19,44400.03400008597,-645.6851506690398,43754.348849416936
2024-12-20,135229.10229204939,-307.7594391455184,134921.34285290388
2024-12-23,124302.67359557003,-90.55467555836552,124212.11892001166
2024-12-26,21167.512149684982,-20.43254681543658,21147.079602869548
2024-12-27,-67079.96055972154,72.26125400612067,-67007.69930571542
2024-12-30,5844.236528672818,126.29750270814945,5970.5340313809675
2025-01-02,-236065.2402470347,93.83652077252013,-235971.4037262622
2025-01-03,197518.17708627396,-133.0879527892376,197385.08913348473
2025-01-06,347251.19128533057,-116.5438234116445,347134.64746191894
2025-01-07,162771.01926024395,22.409182725363276,162793.4284429693
2025-01-08,15291.711124205212,-33.74549474358654,15257.965629461625
2025-01-09,-662220.0329036694,241.139042465085,-661978.8938612043
2025-01-10,33829.822107900734,-57.289751310318465,33772.53235659042
2025-01-13,19701.651999104397,38.727013248784836,19740.379012353183
2025-01-14,18892.339395118623,-35.681932092653845,18856.657463025967
2025-01-15,1131361.7700677318,-602.3789955220687,1130759.3910722097
2025-01-16,179026.39629821735,132.073375430465,179158.4696736478
2025-01-17,176729.3334933678,287.66406669950686,177016.9975600673
2025-01-20,8336.182959516143,-14.797864949697468,8321.385094566445
2025-01-21,87809.99236126016,33.07090202137629,87843.06326328154
2025-01-22,6529.596691594985,-1.2927192784268087,6528.303972316558
2025-01-23,-16732.459140487223,-54.3310266363998,-16786.79016712362
2025-01-24,-135511.18420024737,41.10963838424388,-135470.07456186312
2025-01-27,148865.6104047633,-968.477931553296,147897.13247321002
2025-01-28,52682.59510921391,74.61069038154454,52757.20579959545
2025-01-29,-78941.49185799953,44.76229307285581,-78896.72956492667
2025-01-30,889700.8857278426,-501.4945878559623,889199.3911399866
2025-01-31,-930669.7034596911,784.9077742416104,-929884.7956854495
2025-02-03,-111662.6528962604,191.77466156260476,-111470.8782346978
2025-02-04,52578.60725837663,170.8938158416234,52749.50107421825
2025-02-05,-71819.45035325343,314.4904579145597,-71504.95989533886
2025-02-06,51414.462041003615,101.16313194852785,51515.62517295215
2025-02-07,-78039.15430444296,-165.51755068627273,-78204.67185512923
2025-02-10,-259148.39806530994,503.94310943976296,-258644.45495587017
2025-02-11,-73269.81198606861,297.2811654049198,-72972.5308206637
2025-02-12,349400.2748897276,-177.92685429535877,349222.3480354322
2025-02-13,-184413.28786962625,234.3648227110785,-184178.92304691518
2025-02-14,-62381.28344913258,-85.79737358743523,-62467.08082272001
2025-02-17,-210918.18306525846,130.1112234306599,-210788.0718418278
2025-02-18,-127369.59679946971,323.54150492374964,-127046.05529454596
2025-02-19,57937.50221396987,-236.37500514322596,57701.12720882664
2025-02-20,-1810359.546234663,441.8347176062203,-1809917.711517057
2025-02-21,32135.52135833165,470.2142983447277,32605.735656676377
2025-02-24,278879.6922219946,-32.29360406839728,278847.3986179262
2025-02-25,-208031.341411671,131.08183562313735,-207900.25957604786
2025-02-26,179088.53490741295,-1100.913335417657,177987.6215719953
2025-02-27,-93228.59721267367,-471.1010740402992,-93699.69828671397
2025-02-28,474475.7114623174,-228.49594184406394,474247.2155204733
2025-03-05,-2031.8839610549628,-373.2303843407863,-2405.1143453957493
2025-03-06,-329034.0664316163,237.24166728945622,-328796.82476432686
2025-03-07,41143.577705913354,-67.54612330406195,41076.03158260929
2025-03-10,-84472.81935386793,123.26282727121679,-84349.55652659672
2025-03-11,-172728.12476997488,59.2861356831713,-172668.8386342917
2025-03-12,6970.78020778151,14.092546211958055,6984.872753993469
2025-03-13,160071.27599625743,125.9003218651243,160197.17631812257
2025-03-14,1017393.2964669531,-655.6005542888225,1016737.6959126643
2025-03-17,263647.5845854954,-143.13958682330235,263504.4449986721
2025-03-18,-1120476.7047353564,669.4794197983794,-1119807.225315558
2025-03-19,-248293.8928090483,155.24824004589686,-248138.6445690024
2025-03-20,-23962.817912353436,115.2899959412068,-23847.52791641223
2025-03-21,2079.22109252706,-41.32096987759788,2037.9001226494622
